OBJECTID,SSAMPLENO,LONGITUDE,LATITUDE,SIO2,AL2O3,FE2O3,TIO2,CAO,MGO,MNO,NA2O,K2O,P2O5,BA,GA,SC,V,TH,PB,NI,CO,RB,SR,Y,ZR,NB,CR,CU,ZN,LA,CE,PR,ND,SM,EU,TB,GD,DY,HO,ER,TM,YB,LU,HF,TA,U,TREE
2760,57A15/A3/C/14,76.819,15.3263,69.7,15.24,1.88,0.31,1.58,0.62,0.03,2.44,4.57,0.06,437.3,10.9,4.9,16.4,14.3,3.4,1,4.2,91,100.1,2.5,308.4,13.3,51.1,4.1,5,66.4,131.12,12.38,42.32,5.88,1.07,0.7,4.9,3.63,0.72,2.17,0.32,2.38,0.32,11.89,1.44,5.5,269.41
2770,57A16/B1/C/14,76.8752,15.1874,59.58,16.87,5.47,1.3,1.89,1.85,0.11,2.35,3.6,0.35,809,19,7.3,57.6,24.7,21,10.6,11.5,92.2,226.4,2.5,720,34.4,61.6,17.1,57.4,250.37,370.37,40.34,129.51,17.9,3.52,1.47,11.18,7.01,1.08,3.26,0.46,3.12,0.49,20.38,2.49,9.81,828.9
2773,57A16/C1/C/14,76.9706,15.2055,56.93,16.53,7.18,1.05,3.02,1.94,0.14,1.85,3.3,0.35,467,16.2,11.1,86.5,24.9,23.5,11.9,17.8,104.9,119.5,2.5,590.3,48.9,77.5,11.6,63.9,133.2,207.39,22.35,79.35,15.78,2.29,2.36,14.78,13.66,2.64,8.77,1.36,10.13,1.59,25.81,10.03,14.03,500.87
2774,57A16/C2/C/14,76.9935,15.1551,30.07,7.93,4.83,0.41,24.12,4.19,0.04,0.37,0.24,0.04,118.2,6.6,19.6,89.1,2,7.2,49.2,13.3,2.5,69.2,48.1,45.9,7.7,124,46.5,5,15.14,25.24,3.29,12.93,2.72,0.68,0.46,2.77,2.74,0.53,1.73,0.28,1.82,0.28,4.85,0.3,1.24,67.84
3246,57B11/C1/C/2012,76.7083,14.4583,52.6,19.87,6.6,0.74,2.42,1.1,0.07,1.36,1.77,0.07,371,23,38.47,141,9,12,61,13,70,220,19,373,9,121,52,52,20.56,38.47,4.44,15.16,2.92,0.56,0.1,3.01,2.4,0.25,1.38,0.25,1.53,0.25,11.67,0.72,1.13,88.27
3243,57B11/B1/C/2012,76.625,14.4583,53.45,21.07,8.03,0.95,1.31,0.86,0.08,0.87,2.22,0.08,568,25,44.22,189,11,14,50,13,95,105,25,256,13,128,37,52,24.32,44.22,5.34,18.09,3.48,0.76,0.62,4.3,3.67,0.68,2.04,0.25,2.06,0.25,7.03,1.16,1.02,105.78
3248,57B11/C3/C/2012,76.7083,14.2917,56.68,18.46,5.73,0.52,1.51,1.11,0.1,1.93,1.97,0.04,289,21,41.35,123,33,1,57,13,79,121,25,177,12,137,63,31,12.27,41.35,2.79,9.13,1.99,0.5,0.58,3.4,3.84,0.73,2.18,0.25,2.29,0.25,6.14,2.94,3.76,78.15
3247,57B11/C2/C/2012,76.7083,14.375,49,16.75,10.14,0.94,3.83,4.24,0.13,0.54,1.18,0.06,494,25,43.52,162,9,13,149,35,40,345,19,221,17,514,170,74,24.43,43.52,5.25,17.94,3.57,0.73,0.54,3.85,3.17,0.62,1.83,0.25,1.89,0.25,6.49,0.99,5.32,103.99
3244,57B11/B2/C/2012,76.625,14.375,49.4,22.05,9.07,0.93,1.84,1.03,0.12,1.2,2.04,0.07,375,29,62.43,209,15,12,46,24,116,108,27,315,19,146,59,67,30.56,62.43,6.69,21.55,4.65,1,0.73,5.3,3.85,0.72,2.03,0.25,2.1,0.25,9.2,1.31,1.02,136.81
3242,57B11/A3/C/2012,76.5417,14.2917,37.21,13.89,8.17,0.73,15.88,4.96,0.13,0.95,0.6,0.07,182,13,12.69,187,4,34,96,34,19,122,17,66,4,375,63,64,6.93,12.69,1.81,6.24,1.3,0.1,0.1,2.27,2.37,0.25,1.42,0.25,1.45,0.25,1.06,0.23,0.25,35.16
3241,57B11/A2/C/2012,76.5417,14.375,46.04,14.72,7.02,0.83,11.79,1.8,0.08,1.69,1.28,0.06,353,20,32.33,146,5,26,30,15,43,195,24,165,8,75,68,62,18.08,32.33,4.09,15.06,2.81,0.64,0.56,3.68,3.23,0.63,1.84,0.25,1.93,0.25,4.49,0.56,0.25,81.7
3240,57B11/A1/C/2012,76.5417,14.4583,50.2,18.89,7.89,0.5,2.21,3.24,0.12,1.22,1.97,0.05,448,26,32.22,119,7,11,88,21,78,149,21,190,13,252,40,55,16.75,32.22,3.88,12.9,2.7,0.65,0.61,3.82,4.01,0.85,2.73,0.25,3.23,0.56,9.27,2.1,2.49,81.34
3245,57B11/B3/C/2012,76.625,14.2917,43.67,14.52,4.25,1.35,14.85,1.49,0.05,1.35,0.59,0.06,287.7,15.1,67.25,63,12.2,13.5,27.2,11.1,52.7,173.5,24.6,192.9,7.9,38,33.9,36.1,43.12,67.25,8.8,30.34,5.27,1.16,0.64,4.26,3.47,0.62,1.74,0.27,1.65,0.26,7.21,0.81,1.13,164.59
2201,57F3/C8/SS/13,77.144,14.474,48.58,15.99,5.13,0.54,7.64,1.35,0.07,1.02,2.1,0.17,518.7,11.7,14.6,72.1,23.6,13.2,49.1,15.5,76.9,150.5,21.2,368.3,7.9,74.1,33.8,37.4,73.73,145.13,13.19,43.57,6.5,1.2,0.66,4.61,3.75,0.66,1.91,0.29,2.02,0.32,15.43,0.53,3.05,292.93
2200,57F3/C7/SS/13,77.022,14.474,51.41,16.6,5.16,0.66,8.21,1.25,0.06,1.4,2.78,0.08,751.9,18.1,15.8,66.7,18.5,14,28,6.9,84.6,373.5,36.1,1259.6,17.8,51.8,21.6,27.6,120.53,185.15,27.5,90.18,15.87,2.47,1.93,12.62,11.49,2.08,6.13,0.92,5.94,0.92,47.39,1.66,5.59,471.11
2897,57A/7/B3/C/13,76.375,15.2917,58.14,18.82,5.14,0.52,2.48,1.05,0.05,1.92,2.88,0.04,458.6,15.1,9.5,52.8,32.9,12.1,22.1,9.8,149,86,27.8,219.2,17.7,37.1,33.2,25.7,29.73,62.58,6.59,22.5,4.72,0.84,0.69,4.05,3.96,0.73,2.36,0.36,2.33,0.35,6.66,3.26,9.08,137.74
2887,57A12/B3/C7,76.625,15.0417,0,16.95,14.34,0.94,1.52,5,0.18,1.55,0.48,0.05,127,12.8,24.5,271.6,2,7,127,53.3,35.1,59,21.7,60.9,2.5,203,132,65,6.47,13.75,2.21,10.29,2.95,1.16,0.7,3.82,4.68,0.93,2.87,0.48,2.89,0.47,2.77,0.24,0.25,49.85
2886,57A12/A3/C6,76.5417,15.0417,0,17.66,17.25,1.34,2.11,3.29,0.24,0.22,0.05,0.07,107,15.6,32.5,309,2,8.2,129,48.9,30.1,53.6,25.1,75.6,2.5,279,50.3,63.7,15.38,32.05,4.32,17.9,4.33,1.46,0.88,4.94,5.84,1.19,3.69,0.59,3.84,0.63,4.08,0.35,2.57,92.1
2392,57E10/02/C/07,77.62,15.5661,64.85,17.85,3.85,0.43,0.77,0.71,0.03,2.29,4.23,0.05,334.4,25.1,4.1,36,60.6,41.7,13.5,9.6,155.4,132.5,42.4,385,12.5,22.1,4,65,50.27,160.82,10.51,37.88,7.68,0.91,1.53,8.04,9.74,2.23,6.64,1.09,6.97,0.96,13.38,0.97,21.25,297.23
2398,57E10/08/C/07,77.6203,15.7339,58.12,16.61,6.35,0.84,3.25,3.09,0.1,1.02,2.44,0.24,856.2,23.9,11.5,106.4,13.3,16.4,48.4,19.6,101,589.5,21.1,610,12.3,87,21,74.7,80.25,136.01,16.6,64.34,10.87,3.43,1.15,8.85,5.55,1.08,2.85,0.46,3,0.46,21.82,1.2,3.97,326.05
2395,57E10/05/C/07,77.6333,15.6353,60.23,19.12,3.71,0.53,1.92,0.87,0.04,1.41,3.47,0.06,396.1,26.3,8.3,58.4,47,24.1,30.8,8.4,189.1,112.9,31.3,410,24.5,33.6,14.9,25.8,70.66,134.53,15.04,55.03,10.24,1.41,1.2,8.71,5.88,1.17,3.08,0.5,3.31,0.47,15.17,1.47,4.04,302.52
2399,57E10/09/C/07,77.7158,15.7075,63.75,17.45,3.82,0.53,1.47,0.83,0.04,1.25,4.34,0.07,1042.4,19.1,5.4,78.9,28.6,17.3,28.2,10,128.5,482.2,20.1,905,9.6,55.1,14.4,30,24.9,50.6,5.18,20.42,4.03,1.34,0.53,3.61,2.95,0.67,2.01,0.35,2.57,0.41,31.26,0.65,1.35,115.96
2396,57E10/06/C/07,77.7183,15.5889,61.45,17.15,4.12,0.58,1.78,1.37,0.04,1.5,4.17,0.08,442.5,27.3,9.8,62.5,54.5,34.2,26.4,9.8,268.3,180.3,34.3,338,27.4,41.1,21.4,61.5,73.69,166.37,16.94,62.87,11.94,1.18,1.34,9.8,6.14,1.14,2.95,0.44,2.65,0.37,11.62,2.4,5.71,348.02
2391,57E10/01/C/07,77.5681,15.5433,68.87,14.2,3.18,0.51,1.32,0.65,0.04,0.88,3.96,0.07,412.1,16.9,5.9,56.1,29.9,28.4,27.1,7.8,193.1,128.1,52.1,907,20.2,43.6,19.2,27.7,48.99,97.34,10.8,40.58,8.47,1.16,1.86,9.78,11.84,2.82,8.79,1.66,12.01,1.8,27.7,1.21,5.68,248.12
2394,57E10/04/C/07,77.5672,15.6144,53.25,18.23,7.8,1.32,2.73,2.17,0.09,0.44,2.81,0.26,589.4,24.8,13.6,137.6,17.1,21.2,57.8,22.3,182.2,155.5,43.1,1045,33.9,81.5,29.5,74.3,179.58,333.42,36.73,136.71,22.74,4.02,2.92,20.34,14.52,2.87,7.58,1.14,7.15,0.99,35.01,2.48,4.83,750.37
2397,57E10/07/C/07,77.5833,15.7206,54.45,17.25,9.3,0.77,3.41,2.06,0.14,1.27,2.35,0.09,581.5,22.2,23.5,175.2,7.1,15.4,34.8,36.5,114.9,290.4,19.4,306,9.2,51.4,21.8,53.8,30.26,57.58,6.1,24,4.87,1.62,0.78,5,4.42,0.97,2.72,0.43,2.91,0.42,11.62,0.87,0.4,137.08
2412,57E12/08/C/04,77.6106,15.2219,54.19,18.76,7.87,0.77,2.37,2.1,0.08,1.03,0.99,0.05,355.5,20.4,16.2,109.4,10.8,19.5,67,2.9,43.5,170.8,9.8,327.5,11.5,86.1,33.7,50.5,32.92,55.39,6.29,23.94,4.24,1.54,0.59,3.96,3.06,0.63,1.7,0.28,1.87,0.28,13.13,1.11,1,132.73
2333,57E3/CVI/07,77.2167,15.3522,60.69,14.33,6.14,0.57,3.41,1.44,0.1,1.69,2.11,0.56,770.7,20.1,5.1,73.2,10.1,15.4,7.5,13.5,79.1,737.63,31.1,288.39,18,26,26.9,113.9,167.28,316.01,42.85,171.7,26.12,7.2,2.27,19.29,9.66,1.67,3.99,0.56,3.2,0.42,6.44,0.73,1.92,752.93
2334,57E3/CVII/07,77.0553,15.4833,61.61,16.22,6,0.36,2.15,1.32,0.06,1.38,2.83,0.05,756,32.4,4.8,44.3,34.4,32.9,3.6,11.6,159.7,313.14,32.5,775.88,32.6,13.4,8.7,133.2,229.91,458.32,40.59,138.57,18.2,3.88,1.69,13.06,7.79,1.55,4.14,0.69,4.7,0.71,23.33,2.53,8.54,910.74
2331,57E3/CIV/07,77.0714,15.3594,59.77,7,1.29,0.2,15.18,1.47,0.02,0.89,2,0.04,447,10.9,6.8,26.5,16,10.5,3.2,10.4,93.9,304.64,16.2,350.34,8.1,34,10.7,19.4,23.74,39.34,4.28,16.02,2.69,0.83,0.33,2.34,1.71,0.37,1.01,0.17,1.13,0.18,9.63,0.52,1.89,91.8
2328,57E3/CI/07,77.0775,15.3178,57.07,19.6,6.97,0.28,2.22,1.25,0.04,0.58,0.48,0.03,100,23.5,5.4,59.9,3.4,9,36.2,11.2,36.9,398.48,13.5,485.04,7.6,35.1,14,71.1,14.67,33.91,3.32,13.63,2.65,1.44,0.36,2.56,1.81,0.39,1.06,0.17,1.18,0.18,13.59,0.29,0.75,74.77
2332,57E3/CV/07,77.0986,15.3439,58.95,16.71,6.41,0.59,3.38,1.38,0.06,1.16,1.59,0.06,460.7,20.5,8.9,66.3,8.3,12.4,13.8,13.1,70.6,494.02,18.5,501.96,18.8,66.5,27.3,51.6,49.12,111.19,10.57,40.09,6.35,2.3,0.7,5.14,3.3,0.69,1.77,0.29,1.87,0.27,10.68,0.79,1.45,228.51
2335,57E3/CVIII/07,77.1314,15.4767,63.32,15.58,5.56,0.59,2.04,2.33,0.04,2.36,1.39,0.02,212.9,28.4,6.1,53.9,38.9,29,2.3,15.2,96.4,340.17,20,966.13,37.4,41.1,45.6,98,72.61,170.6,14.67,53.32,8.56,2.19,0.82,6.39,3.77,0.75,2.06,0.36,2.59,0.4,26.92,3.01,7.76,332.7
2329,57E3/CII/07,77.1528,15.3233,58.53,10.59,5.56,0.42,8.42,3.03,0.1,1.61,1.44,0.29,448,20.3,6.6,91.1,25.6,23.4,36.8,7.6,71,480.42,23.7,352.69,39.9,25,90,78.9,97.83,285.79,23.16,89.13,14.57,4.86,1.48,11.92,6.4,1.17,2.92,0.43,2.64,0.38,9.87,2.13,3.32,530.76
2336,57E3/CIX/07,77.1725,15.4808,67.57,16.92,4.26,0.26,0.92,0.77,0.02,0.42,1.08,0.03,173,20.7,7.1,63.9,7.6,7.8,14.9,12.4,85.1,188.62,17.1,240.73,9.4,68.1,17.7,31.3,18.53,42.44,3.83,15.3,2.71,0.93,0.35,2.47,1.85,0.39,1.09,0.18,1.23,0.19,8.64,0.53,1.17,89.02
2330,57E3/CIII/07,77.185,15.3075,59.33,15.7,5.77,1.11,2.88,3.33,0.11,1.42,2.72,0.17,1069.7,21.6,5.1,57.4,28.7,27,27.2,17.7,112.1,307.36,30.8,735.93,25.8,47.8,42.1,96.6,163.19,364.3,35.83,136.31,21.88,4.55,2.12,16.69,9.28,1.73,4.19,0.62,3.86,0.53,23.95,1.99,3.48,748.39
2141,57B02/55B/C/13,76.2327,14.559,47.77,17.87,13.61,1.28,3.13,2.47,0.14,1.18,0.83,0.05,477.5,17.6,25.2,246.1,7.2,17.5,68.2,28.4,46.4,93.5,30,226.7,9.4,129.9,110.1,57.4,63.5,155.78,13.62,48.7,8.86,2.01,1.37,8.9,8.57,1.58,5.04,0.74,4.93,0.76,8.88,1.05,1.66,315.46
2185,57F02/1/C/12-13,77.024,14.5353,60.39,17.86,5.98,0.58,1.35,1.31,0.08,1.52,3.04,0.09,692.8,15.3,9.8,69,24.48,16.3,70.16,14.1,147,214.7,30.03,502.1,13.56,97,37.45,37.6,47.52,126.85,10.14,36.04,6.26,1.05,0.77,5.15,4.49,0.86,2.3,0.35,2.17,0.33,12.73,0.66,1.67,239.13
2186,57F02/2/C/12-13,77.1411,14.55,48.55,16.04,5.15,0.67,9.82,1.39,0.07,1.5,2.14,0.14,551.8,15,15.7,78.2,20.3,22.3,21.9,11.1,76.7,218,28.1,447.7,11.5,38,26.3,39.5,157.44,288.03,27.22,88.79,12.55,2.66,1.36,9.51,8.04,1.52,4.31,0.67,4.27,0.66,20.51,0.82,4.3,597.52
2189,57F02/5/C/12-13,77.172,14.61,59.98,18.23,5.73,0.61,1.41,1.24,0.07,1.9,3.3,0.09,604.6,16,10.7,81.1,16.6,19.3,38.3,8.3,128.9,211.8,55.6,912.5,13.9,68.5,26,42.7,76.61,147.47,16.53,56.05,11.18,1.81,1.8,10.48,11.15,2.3,6.6,1.08,6.48,1.06,33.92,1,4.84,340.12
2192,57F02/8/C/12-13,77.1111,14.7336,28.49,5.47,1.24,0.31,28.52,4.89,0.03,1.03,0.94,0.07,460.5,8.2,31.1,37.5,6.3,7.4,22.2,4.3,25.3,584.3,43.7,63.5,5.8,24.8,19,10.5,23.78,47.92,4.88,17.13,3.45,0.64,0.54,3.36,3.3,0.65,1.86,0.3,1.86,0.32,6.07,0.41,2.1,106.63
2188,57F02/4/C12-13,77.0008,14.65,67.36,14.74,3.01,0.48,2.06,1.1,0.05,2.7,3.68,0.06,829.1,14.6,8,43,21.1,17.7,21.5,7,129.5,311.9,17.2,611.1,9.5,52.4,16.9,28.1,30.68,59.4,6.44,23.32,4.88,1.13,0.62,3.92,3.27,0.66,1.97,0.32,1.99,0.34,23.66,0.95,2.79,135.02
2191,57F02/7/C/12-13,77.0008,14.7192,50.23,14.45,3.63,0.54,13.4,1.45,0.06,1.11,2.37,0.07,684.1,11.6,20.4,58.5,28.8,12.1,40.8,10.8,72.5,176.1,24.9,338.4,7,49.5,24.1,22,149.99,247.83,21.6,65.78,9.71,1.33,0.96,6.9,4.61,0.79,2.21,0.35,2.01,0.35,13.89,0.64,3.5,507.52
3163,57B06/A3/C/12,76.2917,14.5417,61.22,15.5,5.24,0.31,2.45,1.55,0.05,2.42,3.14,0.04,374,26,11,45,40,1,10,2,141,57,60,423,48,13,5,36,1.79,9.25,9.39,1.39,1.85,8.79,5.94,1.03,6.7,1.04,4.5,14.65,3.86,0.93,1.52,1.11,3.22,70.08
3162,57B06/A2/C/12,76.2917,14.625,60.65,16.24,8.33,0.89,0.66,3.13,0.22,2,1.74,0.18,464,16,23,183,10,6,96,26,61,55,28,210,18,154,40,81,1.11,4.93,5.82,0.87,1,5.15,2.95,0.25,3.11,0.25,1.62,4.9,1.01,0.25,0.25,1.58,0.74,32.97
3161,57B06/A1/C/12,76.2917,14.7083,62.72,18.45,2.74,0.22,1.32,0.5,0.09,2.5,4.54,0.03,727,25,10,34,17,54,14,3,221,124,30,164,29,25,8,45,0.25,1.38,2.17,0.25,0.68,2.84,2.39,0.51,3.53,0.58,1.88,3.98,3.48,0.25,0.25,0.54,2.73,23.66
3166,57B06/B3/C/12,76.375,14.5417,37.21,1.13,32.3,0.05,12.06,0.87,0.09,0.09,0.02,0.15,239,2,4,8,15,26,13,0.5,1.5,31,5,22,2.5,7.5,6,19,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,3.33,0.25,0.1,0.25,0.25,5.5,0.25,6.18
3165,57B06/B2/C/12,76.375,14.625,42.2,11.25,5.93,0.62,17.4,2.59,0.06,1.43,0.81,0.08,264,20,1.5,98,35,41,38,15,24,237,111,465,9,74,18,70,4.16,19.71,22.07,3.18,3.32,17.84,8.91,1.28,7.06,1.01,3.28,13.82,0.74,0.51,0.25,1.31,2.32,105.61
3164,57B06/B1/C/12,76.375,14.7083,39.34,14.68,6.64,0.68,18.69,1.8,0.08,0.58,0.98,0.04,434,18,1.5,140,16,38,67,22,58,144,31,182,6,199,29,52,0.81,3.68,4.34,0.66,0.76,3.8,2.21,0.25,2.32,0.25,2.35,4.87,0.39,0.25,0.25,1.41,0.69,26.69
3169,57B06/C3/C/12,76.4583,14.5417,61.46,18.32,3.57,0.27,0.93,0.77,0.05,3.5,3.32,0.04,378,23,14,56,23,8,32,8,120,70,26,218,16,55,22,22,0.25,1.76,2.75,0.25,0.68,3.24,2.06,0.25,2.33,0.25,0.5,5.68,1.53,0.25,0.25,0.69,2.38,21.53
3168,57B06/C2/C/12,76.4583,14.625,56.45,17.99,5.15,0.43,2.66,0.96,0.09,1.79,3.11,0.05,817,27,14,81,14,18,74,13,107,161,31,293,16,159,27,52,0.86,3.81,4.82,0.75,0.94,4.75,2.83,0.25,3.11,0.25,1.28,9.01,2.08,0.25,0.25,0.95,1.12,34.74
3167,57B06/C1/C/12,76.4583,14.7083,29.22,9.57,3.42,0.57,29.21,2.33,0.04,1.67,1.59,0.09,640,19,1.5,62,18,61,51,8,66,318,33,199,2.5,69,14,56,1.39,7.51,6.04,0.77,0.74,3.96,2.02,0.25,1.94,0.25,0.5,5.51,0.38,0.25,0.25,0.8,0.25,31.26
1208,57C9/C3/C/15,76.7388,13.7781,58.67,13.94,6.45,1,4.16,2.68,0.16,2.21,1.24,0.04,1,0.96,274.5,8.3,25,139.1,9.2,18,80.3,24.3,62.3,136.4,21.4,191.4,15.6,133.2,13.49,27.73,2.88,12.14,2.59,0.75,0.71,2.45,3.25,0.64,1.94,0.31,2.01,0.31,51.7,55.9,5.39,68.75
1205,57C9/C2/C/15,76.7299,13.8431,54.62,16.84,9.01,1.14,2.19,3.96,0.13,0.56,1.57,0.07,1.23,1.06,306.5,25.9,20.4,168.8,6.7,23.6,102.1,29.9,53.6,82.6,22.9,199.1,20.3,137.5,23.97,50.66,5.33,21.95,4.35,1.16,1.09,4.02,4.86,0.95,2.93,0.44,2.84,0.42,64.6,96.5,5.6,120.95
2393,57E10/03/C/07,77.7472,15.5047,54.45,19.77,5.11,0.57,2.95,1.38,0.04,0.74,3.78,0.11,396.8,27.7,10.9,104.1,22.9,24.3,51.3,13.2,217.1,162.6,30.4,260,16,67.2,27.8,31,34.99,77.68,7.63,28.53,5.51,1.11,0.87,5.29,4.84,1.07,3.16,0.55,3.95,0.56,8.59,1.13,3.64,170.45
2327,57E2/IX/C/05,77.2236,15.6883,57.22,13.83,8.29,1.41,3.86,3.47,0.14,2.24,1.91,0.77,211.2,28.5,15.1,119.7,20.8,39.9,22.9,24.1,210.4,233.1,39.3,324.78,42.8,26.8,56.3,107.5,57.34,130.51,19.49,83.93,18.02,3.82,2.24,15.35,11.26,2.2,5.74,0.89,5.68,0.78,8.08,4.38,6,341.9
2325,57E2/IV/C/05,77.0647,15.6356,27.01,6.99,2.7,0.39,30.22,1.57,0.08,0.22,0.3,0.04,230.6,6.5,52.5,47.9,9,14.9,24.3,12,25.5,134.5,16.4,104.7,3.5,42.8,14.1,18.6,39.64,37.07,7.77,31.78,6.08,1.97,0.89,6.25,4.66,1,2.52,0.36,2.13,0.31,3.61,0.1,5,136.18
2187,57F02/3/C/12-13,77.22,14.5844,57.77,19.29,6.23,0.86,1.41,0.97,0.07,0.82,2.98,0.07,779.9,17,12.2,101,28.5,14.9,42.4,14.1,113.7,292,36.5,1536.1,19.7,64.9,32.4,34.1,49.36,88.93,10.05,35.29,6.55,1.32,1.04,6.31,6.64,1.38,3.98,0.67,4.5,0.74,29.52,0.78,4.12,210.45
2190,57F02/6/C/12-13,77.2339,14.66,60.72,18.73,5.32,0.42,1.31,0.89,0.07,2.69,3.19,0.06,456.2,15,7.4,65.1,47.7,53.3,37.7,11.6,100.3,143.4,44.8,359.7,19.5,61.6,91.6,45.4,56.12,210.67,13.39,47.02,10.3,1.48,1.61,9.65,9.99,1.97,5.95,0.98,6.07,0.96,13.7,1.96,9.59,366.51
2193,57F02/9/C/12-13,77.2125,14.7452,48.3,11.1,4.93,0.73,14.27,2.84,0.1,1.1,0.93,0.1,524.3,10.9,22.8,92.2,6.5,11.3,89.7,20.3,31.2,219.4,24.2,189.4,6.7,119.2,44.5,31.7,32.71,60.35,7.22,27.06,5.56,1.39,0.86,5.42,5.27,1.05,2.91,0.5,2.86,0.46,7.4,0.6,1.75,148.2
1892,57A/8/A2/C/13,76.2915,15.125,16.7,4.44,1.06,0.01,0.92,41.31,0.46,0.65,0.19,0.04,71,5.1,39.2,20,5.4,6.2,1,0.5,5.6,264.3,44.4,2.5,2.5,16.7,16.2,5,27.51,30.37,5.33,19.39,3.18,0.48,0.32,2.5,1.52,0.26,0.71,0.12,0.63,0.1,3.82,0.29,5.4,89.92
1899,57A/8/C3/C/13,76.465,15.041667,61.53,18.18,4.14,0.04,1.13,1.61,2.24,2.58,0.45,0.04,402.1,14.6,9.2,42.3,8.6,17,20.5,7.1,89.4,173.2,24.2,181.9,2.5,54,19.1,31.9,26.08,30.18,5.82,21.09,4.18,0.82,0.66,4.07,3.94,0.78,2.32,0.36,2.44,0.36,6.51,0.89,3.12,99.03
1896,57A/8/B3/C/13,76.375,15.041667,48.04,21.96,9.99,0.11,1.34,1.35,0.85,1.33,0.92,0.07,387.2,20,16.1,129.6,12.6,16.6,39,27.6,73.5,93.9,33.2,270.2,7.1,67.2,38.1,63.5,47.84,85.6,10.35,37.55,6.39,1.61,0.93,6.5,5.62,1.01,2.96,0.51,3.43,0.57,9.47,1.24,4.1,204.37
1893,57A/8/A3/C/13,76.2915,15.041667,54.46,24.49,4.32,0.05,0.55,0.66,1.68,2.59,0.29,0.04,962.8,24.9,6.2,30.5,7,50.7,19,5.9,121.1,145.8,17.9,132.2,5.1,29.4,8.9,51.6,13.29,60.96,2.81,10.59,2.35,1.23,0.32,2.03,2.04,0.39,1.27,0.23,1.55,0.3,3.96,0.6,5.08,97.33
2266,57F11/A1/C/12,77.5417,14.4583,46.28,22.35,10.59,0.53,4.53,1.11,0.17,1.36,0.33,0.09,327,26,29,129,6,9,59,59,11,181,22,116,7,70,72,56,15.08,29.33,3.55,14.74,3.12,1.37,0.64,3.66,4.31,0.78,2.36,0.37,2.75,0.45,3.28,0.42,1.04,78.85
2268,57F11/A3/C/12,77.5417,14.2917,43.05,13.55,6.89,1.53,12.44,3.08,0.05,1.01,1.21,0.24,593.6,19.5,22.2,144.1,10.6,9.7,40.8,20.5,51.2,551.3,21.5,223.5,16,52.5,35.4,42.1,1.62,3.14,0.4,1.58,0.31,0.08,0.03,0.26,0.18,0.03,0.08,0.01,0.08,0.01,0.1,0.1,0.25,7.55
2267,57F11/A2/C/12,77.5417,14.375,59.91,15.01,3.95,0.65,2.47,1.07,0.06,1.97,3.16,0.12,923,20,13,95,35,7,23,6,111,476,22,1024,10,67,16,29,25.7,54.1,6.52,27.88,5.61,2.31,1.03,6.01,5.34,1.04,2.77,0.45,2.96,0.43,4.16,0.54,0.89,136.14
2339,57E/4/C3/SS/10,77.2114,15.0533,46.32,11.51,4.54,0.65,14.83,2.62,0.09,1.2,1.1,0.15,0.15,17,19,80,2,17,42,24,51,265,21,243,8,57,23,43,26.14,52.47,5.87,22.08,4.36,1.35,0.66,4.05,3.93,0.79,2.14,0.34,2.23,0.35,8.09,2.67,2.52,122.71
2373,57E8/001/C/06,77.2711,15.0353,60.33,17.69,4.98,0.62,1.81,1.4,0.05,2.16,2.6,0.08,483.6,25.2,11,73,22.3,17.4,28.4,10,96.3,115,39,557,26.7,33.9,24.6,56.5,67.8,147.98,13.04,47.23,7.94,1.87,1.22,7.43,6.8,1.52,4.35,0.71,4.93,0.74,15.91,1.38,3.73,306.13
2232,57F07/003/C/12,77.4597,14.2919,58.94,16.41,5.23,0.92,2.23,1.1,0.06,1.85,2.78,0.15,799.7,17.6,10.2,68.7,28.3,24.5,18.8,8.2,110.7,246,43.7,1131.7,31.5,59.4,17.1,51.1,109.29,191.37,22.71,77.22,12.23,2.52,1.45,9.86,8.49,1.54,4.71,0.75,4.95,0.83,30.72,2.35,10.26,438.06
2888,57A12/C1/C8,76.7083,15.2083,0,11.07,8.2,0.64,19.56,2.31,0.11,0.18,0.91,0.07,170.2,5.9,31,111.1,4.8,9,38,18,35,100,23,32,2.5,90,60,34,10.15,18.83,2.46,10.05,2.09,0.72,0.37,2.25,2.47,0.51,1.52,0.23,1.44,0.23,2.01,0.26,0.25,51.07
2885,57A12/A2/C5,76.5417,15.125,0,14.85,13.86,0.88,4.4,4.4,0.15,1.43,0.34,0.05,199,10.4,25.8,191.1,2,5.6,146,43.1,32,72.6,13.5,51.6,2.5,196,118,57.5,12.8,26.81,3.51,14.42,3.49,1.07,0.7,3.87,4.61,0.94,2.9,0.45,2.92,0.45,3.24,0.23,1.26,75.07
2882,57A12/B2/C2,76.625,15.125,0,13.86,11.96,0.69,3.24,5.74,0.16,0.79,0.62,0.06,86,9.2,25.5,199.3,2,7.5,111,40.9,38,69.8,24.6,39.2,2.5,128,133,60.1,2.06,7.59,0.82,3.91,1.32,0.57,0.36,1.96,2.55,0.55,1.67,0.27,1.74,0.27,1.89,0.2,0.82,23.68
